port,open,service,banner,duration
8590,False,,,1.501
8591,False,,,1.501
8592,False,,,1.501
8593,False,,,1.501
8594,False,,,1.501
8595,False,,,1.501
8596,False,,,1.501
8597,False,,,1.501
8598,False,,,1.501
8599,False,,,1.501
8600,False,,,1.501
8601,False,,,1.501
8602,False,,,1.501
8603,False,,,0.016
8604,False,,,1.502
8605,False,,,1.502
8606,False,,,1.501
8607,False,,,1.501
8608,False,,,1.501
8609,False,,,1.501
8610,False,,,1.502
8611,False,,,1.502
8612,False,,,1.018
8613,False,,,1.501
8614,False,,,1.502
8615,False,,,1.502
8616,False,,,1.502
8617,False,,,1.501
8618,False,,,1.501
8619,False,,,1.501
8620,False,,,1.502
8621,False,,,1.502
8622,False,,,1.501
8623,False,,,1.502
8624,False,,,1.501
8625,False,,,1.501
8626,False,,,1.501
8627,False,,,1.501
8628,False,,,1.501
8629,False,,,1.501
8630,False,,,1.502
8631,False,,,1.501
8632,False,,,1.501
8633,False,,,1.501
8634,False,,,1.5
8635,False,,,1.501
8636,False,,,1.501
8637,False,,,1.501
8638,False,,,1.501
8639,False,,,1.501
8640,False,,,1.502
8641,False,,,1.501
8642,False,,,1.501
8643,False,,,1.501
8644,False,,,1.501
8645,False,,,1.501
8646,False,,,1.502
8647,False,,,1.501
8648,False,,,1.501
8649,False,,,1.502
8650,False,,,1.501
8651,False,,,1.501
8652,False,,,1.501
8653,False,,,1.502
8654,False,,,1.502
8655,False,,,1.501
8656,False,,,1.501
8657,False,,,1.501
8658,False,,,1.501
8659,False,,,1.5
8660,False,,,1.501
8661,False,,,1.501
8662,False,,,1.501
8663,False,,,1.501
8664,False,,,1.501
8665,False,,,1.501
8666,False,,,1.501
8667,False,,,1.501
8668,False,,,1.501
8669,False,,,1.501
8670,False,,,1.502
8671,False,,,1.501
8672,False,,,1.502
8673,False,,,1.5
8674,False,,,1.5
8675,False,,,1.502
8676,False,,,1.501
8677,False,,,1.501
8678,False,,,1.501
8679,False,,,1.501
8680,False,,,1.501
8681,False,,,1.501
8682,False,,,1.501
8683,False,,,1.501
8684,False,,,1.501
8685,False,,,1.501
8686,False,,,1.501
8687,False,,,1.501
8688,False,,,1.501
8689,False,,,1.5
8690,False,,,1.501
8691,False,,,1.5
8692,False,,,1.501
8693,False,,,1.501
8694,False,,,1.5
8695,False,,,1.501
8696,False,,,1.501
8697,False,,,1.501
8698,False,,,1.501
8699,False,,,1.501
8700,False,,,1.501
8701,False,,,1.501
8702,False,,,1.5
8703,False,,,1.501
8704,False,,,1.5
8705,False,,,1.501
8706,False,,,1.5
8707,False,,,1.501
8708,False,,,1.5
8709,False,,,1.501
8710,False,,,1.5
8711,False,,,1.501
8712,False,,,1.501
8713,False,,,1.501
8714,False,,,1.501
8715,False,,,1.501
8716,False,,,1.501
8717,False,,,1.501
8718,False,,,1.501
8719,False,,,1.501
8720,False,,,1.5
8721,False,,,1.5
8722,False,,,1.501
8723,False,,,1.501
8724,False,,,1.501
8725,False,,,1.501
8726,False,,,1.501
8727,False,,,1.501
8728,False,,,1.501
8729,False,,,1.501
8730,False,,,1.501
8731,False,,,1.501
8732,False,,,1.501
8733,False,,,1.501
8734,False,,,1.501
8735,False,,,1.501
8736,False,,,1.501
8737,False,,,1.501
8738,False,,,1.501
8739,False,,,1.501
8740,False,,,1.5
8741,False,,,1.501
8742,False,,,1.501
8743,False,,,1.5
8744,False,,,1.5
8745,False,,,1.501
8746,False,,,1.5
8747,False,,,1.501
8748,False,,,1.501
8749,False,,,1.501
8750,False,,,1.501
8751,False,,,1.501
8752,False,,,1.501
8753,False,,,1.501
8754,False,,,1.501
8755,False,,,1.501
8756,False,,,1.501
8757,False,,,1.501
8758,False,,,1.5
8759,False,,,1.501
8760,False,,,1.501
8761,False,,,1.501
8762,False,,,1.502
8763,False,,,1.501
8764,False,,,1.501
8765,False,,,1.501
8766,False,,,1.501
8767,False,,,1.501
8768,False,,,1.501
8769,False,,,1.501
8770,False,,,1.501
8771,False,,,1.501
8772,False,,,1.5
8773,False,,,1.501
8774,False,,,1.501
8775,False,,,1.501
8776,False,,,1.501
8777,False,,,1.501
8778,False,,,1.501
8779,False,,,1.501
8780,False,,,1.502
8781,False,,,1.501
8782,False,,,1.501
8783,False,,,1.5
8784,False,,,1.501
8785,False,,,1.501
8786,False,,,1.501
8787,False,,,1.501
8788,False,,,1.501
8789,False,,,1.501
8790,False,,,1.501
8791,False,,,1.501
8792,False,,,1.501
8793,False,,,1.501
8794,False,,,1.501
8795,False,,,1.501
8796,False,,,1.5
8797,False,,,1.501
8798,False,,,1.501
8799,False,,,1.501
8800,False,,,1.501
8801,False,,,1.501
8802,False,,,1.501
8803,False,,,1.502
8804,False,,,1.019
8805,False,,,1.501
8806,False,,,1.501
8807,False,,,1.501
8808,False,,,1.501
8809,False,,,1.502
8810,False,,,1.502
8811,False,,,1.501
8812,False,,,1.501
8813,False,,,1.501
8814,False,,,1.502
8815,False,,,1.501
8816,False,,,1.501
8817,False,,,1.501
8818,False,,,1.501
8819,False,,,1.501
8820,False,,,1.501
8821,False,,,1.501
8822,False,,,1.501
8823,False,,,1.502
8824,False,,,1.501
8825,False,,,1.501
8826,False,,,1.501
8827,False,,,1.502
8828,False,,,1.501
8829,False,,,1.501
8830,False,,,1.501
8831,False,,,1.501
8832,False,,,1.501
8833,False,,,1.501
8834,False,,,1.501
8835,False,,,1.501
8836,False,,,1.501
8837,False,,,1.501
8838,False,,,1.501
8839,False,,,1.501
8840,False,,,1.501
8841,False,,,1.501
8842,False,,,1.501
8843,False,,,1.501
8844,False,,,1.501
8845,False,,,1.501
8846,False,,,1.501
8847,False,,,1.502
8848,False,,,1.502
8849,False,,,1.501
8850,False,,,1.502
8851,False,,,1.501
8852,False,,,1.501
8853,False,,,1.502
8854,False,,,1.502
8855,False,,,1.502
8856,False,,,1.501
8857,False,,,1.501
8858,False,,,1.501
8859,False,,,1.501
8860,False,,,1.501
8861,False,,,1.501
8862,False,,,1.501
8863,False,,,1.501
8864,False,,,1.501
8865,False,,,1.501
8866,False,,,1.501
8867,False,,,1.5
8868,False,,,1.501
8869,False,,,1.501
8870,False,,,1.501
8871,False,,,1.501
8872,False,,,1.501
8873,False,,,1.501
8874,False,,,1.501
8875,False,,,1.501
8876,False,,,1.501
8877,False,,,1.501
8878,False,,,1.501
8879,False,,,1.501
8880,False,,,1.502
8881,False,,,1.501
8882,False,,,1.502
8883,False,,,1.501
8884,False,,,1.501
8885,False,,,1.501
8886,False,,,1.501
8887,False,,,1.501
8888,False,,,1.501
8889,False,,,1.501
8890,False,,,1.501
8891,False,,,1.501
8892,False,,,1.501
8893,False,,,1.501
8894,False,,,1.501
8895,False,,,1.501
8896,False,,,1.5
8897,False,,,1.501
8898,False,,,1.501
8899,False,,,1.501
8900,False,,,1.501
8901,False,,,1.501
8902,False,,,1.501
8903,False,,,1.501
8904,False,,,1.5
8905,False,,,1.501
8906,False,,,1.501
8907,False,,,1.501
8908,False,,,1.501
8909,False,,,1.501
8910,False,,,1.501
8911,False,,,1.501
8912,False,,,1.501
8913,False,,,1.501
8914,False,,,1.501
8915,False,,,1.501
8916,False,,,1.5
8917,False,,,1.501
8918,False,,,1.501
8919,False,,,1.501
8920,False,,,1.5
8921,False,,,1.501
8922,False,,,1.5
8923,False,,,1.501
8924,False,,,1.501
8925,False,,,1.501
8926,False,,,1.501
8927,False,,,1.501
8928,False,,,1.501
8929,False,,,1.501
8930,False,,,1.501
8931,False,,,1.5
8932,False,,,1.5
8933,False,,,1.501
8934,False,,,1.501
8935,False,,,1.501
8936,False,,,1.501
8937,False,,,1.501
8938,False,,,1.501
8939,False,,,1.501
8940,False,,,1.501
8941,False,,,1.501
8942,False,,,1.501
8943,False,,,1.501
8944,False,,,1.501
8945,False,,,1.5
8946,False,,,1.5
8947,False,,,1.501
8948,False,,,1.501
8949,False,,,1.501
8950,False,,,1.501
8951,False,,,1.501
8952,False,,,1.501
8953,False,,,1.5
8954,False,,,1.501
8955,False,,,1.501
8956,False,,,1.501
8957,False,,,1.5
8958,False,,,1.501
8959,False,,,1.501
8960,False,,,1.501
8961,False,,,1.501
8962,False,,,1.501
8963,False,,,1.501
8964,False,,,1.501
8965,False,,,1.501
8966,False,,,1.501
8967,False,,,1.501
8968,False,,,1.501
8969,False,,,1.501
8970,False,,,1.501
8971,False,,,1.501
8972,False,,,1.501
8973,False,,,1.501
8974,False,,,1.501
8975,False,,,1.5
8976,False,,,1.501
8977,False,,,1.501
8978,False,,,1.501
8979,False,,,1.501
8980,False,,,1.501
8981,False,,,1.501
8982,False,,,1.5
8983,False,,,1.501
8984,False,,,1.501
8985,False,,,1.5
8986,False,,,1.501
8987,False,,,1.5
8988,False,,,1.501
8989,False,,,1.501
8990,False,,,1.501
8991,False,,,1.501
8992,False,,,1.501
8993,False,,,1.501
8994,False,,,1.501
8995,False,,,1.501
8996,False,,,1.5
8997,False,,,1.501
8998,False,,,1.501
8999,False,,,1.501
9000,False,,,1.501
