port,open,service,banner,duration
8556,False,,,0.064
8557,False,,,0.085
8558,False,,,0.085
8559,False,,,0.062
8560,False,,,0.062
8561,False,,,0.088
8562,False,,,0.064
8563,False,,,0.064
8564,False,,,0.087
8565,False,,,0.063
8566,False,,,0.064
8567,False,,,0.063
8568,False,,,0.064
8569,False,,,0.064
8570,False,,,0.092
8571,False,,,0.069
8572,False,,,0.093
8573,False,,,0.093
8574,False,,,0.069
8575,False,,,0.07
8576,False,,,0.093
8577,False,,,0.07
8578,False,,,0.066
8579,False,,,0.072
8580,False,,,0.072
8581,False,,,0.07
8582,False,,,0.09
8583,False,,,0.069
8584,False,,,0.069
8585,False,,,0.07
8586,False,,,0.096
8587,False,,,0.097
8588,False,,,0.069
8589,False,,,0.095
8590,False,,,0.067
8591,False,,,0.095
8592,False,,,0.095
8593,False,,,0.095
8594,False,,,0.095
8595,False,,,0.067
8596,False,,,0.065
8597,False,,,0.093
8598,False,,,0.093
8599,False,,,0.092
8600,False,,,0.065
8601,False,,,0.092
8602,False,,,0.092
8603,False,,,0.092
8604,False,,,0.092
8605,False,,,0.092
8606,False,,,0.066
8607,False,,,0.065
8608,False,,,0.092
8609,False,,,0.065
8610,False,,,0.092
8611,False,,,0.065
8612,False,,,0.066
8613,False,,,0.092
8614,False,,,0.092
8615,False,,,0.065
8616,False,,,0.067
8617,False,,,0.091
8618,False,,,0.091
8619,False,,,0.067
8620,False,,,0.067
8621,False,,,0.091
8622,False,,,0.067
8623,False,,,0.067
8624,False,,,0.067
8625,False,,,0.086
8626,False,,,0.069
8627,False,,,0.089
8628,False,,,0.087
8629,False,,,0.087
8630,False,,,0.072
8631,False,,,0.102
8632,False,,,0.102
8633,False,,,0.072
8634,False,,,0.089
8635,False,,,0.071
8636,False,,,0.086
8637,False,,,0.071
8638,False,,,0.088
8639,False,,,0.079
8640,False,,,0.101
8641,False,,,0.089
8642,False,,,0.088
8643,False,,,0.101
8644,False,,,0.101
8645,False,,,0.079
8646,False,,,0.102
8647,False,,,0.08
8648,False,,,0.079
8649,False,,,0.071
8650,False,,,0.101
8651,False,,,0.101
8652,False,,,0.077
8653,False,,,0.089
8654,False,,,0.1
8655,False,,,0.079
8656,False,,,0.101
8657,False,,,0.071
8658,False,,,0.076
8659,False,,,0.1
8660,False,,,0.08
8661,False,,,0.101
8662,False,,,0.105
8663,False,,,0.102
8664,False,,,0.076
8665,False,,,0.101
8666,False,,,0.102
8667,False,,,0.102
8668,False,,,0.078
8669,False,,,0.102
8670,False,,,0.079
8671,False,,,0.077
8672,False,,,0.079
8673,False,,,0.102
8674,False,,,0.102
8675,False,,,0.08
8676,False,,,0.079
8677,False,,,0.102
8678,False,,,0.079
8679,False,,,0.104
8680,False,,,0.104
8681,False,,,0.105
8682,False,,,0.081
8683,False,,,0.08
8684,False,,,0.08
8685,False,,,0.103
8686,False,,,0.103
8687,False,,,0.08
8688,False,,,0.103
8689,False,,,0.08
8690,False,,,0.079
8691,False,,,0.079
8692,False,,,0.101
8693,False,,,0.079
8694,False,,,0.08
8695,False,,,0.08
8696,False,,,0.101
8697,False,,,0.08
8698,False,,,0.08
8699,False,,,0.101
8700,False,,,0.078
8701,False,,,0.099
8702,False,,,0.11
8703,False,,,0.078
8704,False,,,0.099
8705,False,,,0.078
8706,False,,,0.11
8707,False,,,0.11
8708,False,,,0.11
8709,False,,,0.112
8710,False,,,0.075
8711,False,,,0.075
8712,False,,,0.076
8713,False,,,0.075
8714,False,,,0.075
8715,False,,,0.075
8716,False,,,0.076
8717,False,,,0.076
8718,False,,,0.11
8719,False,,,0.075
8720,False,,,0.109
8721,False,,,0.109
8722,False,,,0.11
8723,False,,,0.077
8724,False,,,0.077
8725,False,,,0.07
8726,False,,,0.07
8727,False,,,0.102
8728,False,,,0.102
8729,False,,,0.102
8730,False,,,0.1
8731,False,,,0.1
8732,False,,,0.1
8733,False,,,0.068
8734,False,,,0.1
8735,False,,,0.068
8736,False,,,0.1
8737,False,,,0.068
8738,False,,,0.081
8739,False,,,0.068
8740,False,,,0.099
8741,False,,,0.1
8742,False,,,0.08
8743,False,,,0.079
8744,False,,,0.076
8745,False,,,0.096
8746,False,,,0.072
8747,False,,,0.093
8748,False,,,0.073
8749,False,,,0.072
8750,False,,,0.072
8751,False,,,0.071
8752,False,,,0.097
8753,False,,,0.07
8754,False,,,0.071
8755,False,,,0.069
8756,False,,,0.07
8757,False,,,0.07
8758,False,,,0.096
8759,False,,,0.07
8760,False,,,0.07
8761,False,,,0.07
8762,False,,,0.095
8763,False,,,0.089
8764,False,,,0.095
8765,False,,,0.095
8766,False,,,0.087
8767,False,,,0.106
8768,False,,,0.103
8769,False,,,0.087
8770,False,,,0.106
8771,False,,,0.087
8772,False,,,0.087
8773,False,,,0.106
8774,False,,,0.083
8775,False,,,0.106
8776,False,,,0.106
8777,False,,,0.086
8778,False,,,0.086
8779,False,,,0.114
8780,False,,,0.113
8781,False,,,0.113
8782,False,,,0.085
8783,False,,,0.112
8784,False,,,0.112
8785,False,,,0.112
8786,False,,,0.085
8787,False,,,0.086
8788,False,,,0.085
8789,False,,,0.109
8790,False,,,0.084
8791,False,,,0.109
8792,False,,,0.084
8793,False,,,0.109
8794,False,,,0.084
8795,False,,,0.084
8796,False,,,0.109
8797,False,,,0.088
8798,False,,,0.087
8799,False,,,0.087
8800,False,,,0.087
8801,False,,,0.083
8802,False,,,0.093
8803,False,,,0.077
8804,False,,,0.076
8805,False,,,0.076
8806,False,,,0.077
8807,False,,,0.077
8808,False,,,0.077
8809,False,,,0.077
8810,False,,,0.078
8811,False,,,0.092
8812,False,,,0.092
8813,False,,,0.092
8814,False,,,0.077
8815,False,,,0.076
8816,False,,,0.077
8817,False,,,0.092
8818,False,,,0.076
8819,False,,,0.092
8820,False,,,0.092
8821,False,,,0.092
8822,False,,,0.092
8823,False,,,0.098
8824,False,,,0.098
8825,False,,,0.096
8826,False,,,0.096
8827,False,,,0.096
8828,False,,,0.073
8829,False,,,0.073
8830,False,,,0.096
8831,False,,,0.067
8832,False,,,0.093
8833,False,,,0.067
8834,False,,,0.066
8835,False,,,0.066
8836,False,,,0.091
8837,False,,,0.091
8838,False,,,0.091
8839,False,,,0.065
8840,False,,,0.065
8841,False,,,0.064
8842,False,,,0.09
8843,False,,,0.09
8844,False,,,0.064
8845,False,,,0.091
8846,False,,,0.096
8847,False,,,0.094
8848,False,,,0.061
8849,False,,,0.062
8850,False,,,0.094
8851,False,,,0.094
8852,False,,,0.061
8853,False,,,0.094
8854,False,,,0.094
8855,False,,,0.093
8856,False,,,0.06
8857,False,,,0.093
8858,False,,,0.095
8859,False,,,0.06
8860,False,,,0.095
8861,False,,,0.095
8862,False,,,0.06
8863,False,,,0.095
8864,False,,,0.095
8865,False,,,0.067
8866,False,,,0.096
8867,False,,,0.067
8868,False,,,0.059
8869,False,,,0.096
8870,False,,,0.059
8871,False,,,0.096
8872,False,,,0.096
8873,False,,,0.097
8874,False,,,0.096
8875,False,,,0.065
8876,False,,,0.065
8877,False,,,0.065
8878,False,,,0.065
8879,False,,,0.065
8880,False,,,0.065
8881,False,,,0.094
8882,False,,,0.065
8883,False,,,0.094
8884,False,,,0.064
8885,False,,,0.094
8886,False,,,0.094
8887,False,,,0.083
8888,False,,,0.083
8889,False,,,0.072
8890,False,,,0.1
8891,False,,,0.072
8892,False,,,0.102
8893,False,,,0.101
8894,False,,,0.099
8895,False,,,0.099
8896,False,,,0.071
8897,False,,,0.071
8898,False,,,0.1
8899,False,,,0.099
8900,False,,,0.1
8901,False,,,0.071
8902,False,,,0.099
8903,False,,,0.074
8904,False,,,0.099
8905,False,,,0.071
8906,False,,,0.071
8907,False,,,0.1
8908,False,,,0.074
8909,False,,,0.099
8910,False,,,0.1
8911,False,,,0.101
8912,False,,,0.1
8913,False,,,0.073
8914,False,,,0.1
8915,False,,,0.1
8916,False,,,0.073
8917,False,,,0.099
8918,False,,,0.1
8919,False,,,0.073
8920,False,,,0.1
8921,False,,,0.073
8922,False,,,0.1
8923,False,,,0.072
8924,False,,,0.072
8925,False,,,0.099
8926,False,,,0.069
8927,False,,,0.069
8928,False,,,0.097
8929,False,,,0.069
8930,False,,,0.069
8931,False,,,0.096
8932,False,,,0.096
8933,False,,,0.069
8934,False,,,0.071
8935,False,,,0.071
8936,False,,,0.071
8937,False,,,0.096
8938,False,,,0.084
8939,False,,,0.065
8940,False,,,0.065
8941,False,,,0.085
8942,False,,,0.083
8943,False,,,0.083
8944,False,,,0.082
8945,False,,,0.082
8946,False,,,0.065
8947,False,,,0.062
8948,False,,,0.082
8949,False,,,0.082
8950,False,,,0.082
8951,False,,,0.081
8952,False,,,0.065
8953,False,,,0.081
8954,False,,,0.081
8955,False,,,0.065
8956,False,,,0.081
8957,False,,,0.081
8958,False,,,0.08
8959,False,,,0.079
8960,False,,,0.08
8961,False,,,0.06
